Attrition,Age,BusinessTravel,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
Yes,53,Travel_Rarely,1,3,3,Sales Executive,1,Single,10448,Yes,0,15,2,2,2,2
No,54,Travel_Rarely,1,3,2,Research Scientist,3,Married,2897,No,2,9,2,4,3,3
No,33,Travel_Frequently,4,3,2,Healthcare Representative,3,Divorced,5968,No,3,9,3,9,7,8
No,43,Travel_Rarely,1,3,3,Healthcare Representative,3,Married,7510,No,1,10,3,10,9,9
No,38,Travel_Frequently,4,3,1,Human Resources,2,Married,2991,Yes,1,7,3,6,2,2
No,55,Travel_Rarely,3,4,5,Manager,2,Married,19636,Yes,1,35,3,10,9,4
No,31,Travel_Rarely,4,1,1,Laboratory Technician,4,Divorced,1129,Yes,3,1,3,1,0,0
No,39,Travel_Rarely,2,3,4,Sales Executive,1,Single,13341,No,0,21,3,20,8,10
No,42,Non-Travel,4,2,2,Research Scientist,3,Single,4332,No,0,20,3,20,9,7
No,31,Non-Travel,3,3,3,Research Director,3,Married,11031,No,1,13,4,11,7,8
No,54,Travel_Rarely,3,3,2,Manufacturing Director,1,Single,4440,Yes,0,9,3,5,2,4
No,24,Travel_Rarely,2,2,2,Healthcare Representative,3,Single,4617,No,0,4,2,4,3,2
No,23,Travel_Rarely,4,3,1,Laboratory Technician,4,Single,2647,No,0,5,4,5,2,4
No,40,Travel_Frequently,4,3,2,Laboratory Technician,3,Married,6323,No,1,10,4,10,9,4
No,40,Travel_Rarely,2,3,2,Sales Executive,2,Married,5677,No,1,15,3,11,8,10
No,25,Travel_Rarely,3,3,1,Human Resources,2,Married,2187,No,0,6,3,2,0,2
No,30,Travel_Rarely,4,3,1,Laboratory Technician,2,Married,3748,No,0,12,2,12,8,7
No,25,Travel_Rarely,4,3,1,Laboratory Technician,3,Divorced,3977,Yes,1,7,2,2,2,2
No,47,Travel_Rarely,1,3,3,Healthcare Representative,3,Single,8633,No,0,25,3,17,14,11
No,33,Non-Travel,2,2,1,Laboratory Technician,3,Divorced,2008,No,3,1,2,1,1,0
No,38,Travel_Rarely,4,3,2,Sales Executive,2,Married,4440,No,2,16,3,15,13,8
No,31,Travel_Rarely,1,3,1,Sales Representative,3,Married,3067,No,1,3,3,2,2,2
No,38,Travel_Frequently,1,2,2,Manufacturing Director,3,Married,5321,No,1,10,3,8,3,7
No,42,Travel_Rarely,4,3,2,Research Scientist,1,Divorced,5410,Yes,1,9,2,4,3,2
No,41,Travel_Rarely,4,3,1,Research Scientist,4,Married,2782,No,1,12,3,5,3,0
No,47,Non-Travel,3,3,3,Research Director,2,Married,11957,No,2,14,1,13,8,12
No,35,Travel_Rarely,4,3,1,Laboratory Technician,3,Married,2660,Yes,1,5,3,2,2,2
No,22,Travel_Rarely,4,3,1,Research Scientist,3,Single,3375,No,0,4,4,3,2,2
No,35,Travel_Rarely,2,3,2,Research Scientist,3,Single,5098,No,0,10,3,10,7,8
No,33,Travel_Rarely,2,3,2,Healthcare Representative,4,Married,4878,Yes,1,10,3,9,7,1
No,32,Travel_Rarely,3,2,1,Laboratory Technician,2,Single,2837,No,0,6,3,6,2,1
No,40,Travel_Rarely,1,3,1,Laboratory Technician,4,Married,2406,No,2,8,2,1,0,0
No,32,Travel_Rarely,2,2,1,Sales Representative,2,Married,2269,No,1,3,3,2,2,2
No,39,Travel_Rarely,1,3,2,Research Scientist,4,Single,4108,No,0,18,3,7,7,7
No,38,Travel_Rarely,2,1,3,Research Director,3,Married,13206,No,1,20,3,18,16,11
No,32,Travel_Rarely,3,3,3,Sales Executive,4,Married,10422,No,2,14,3,14,10,7
No,37,Travel_Rarely,3,4,3,Research Director,4,Married,13744,Yes,1,16,3,16,11,8
No,25,Travel_Rarely,1,3,2,Sales Executive,3,Divorced,4907,Yes,1,6,2,5,3,4
No,52,Non-Travel,1,3,1,Sales Representative,4,Divorced,3482,No,2,16,2,9,8,0
No,44,Travel_Rarely,2,3,1,Research Scientist,4,Single,2436,Yes,0,6,3,4,3,2
No,21,Travel_Rarely,3,3,1,Sales Representative,1,Single,2380,Yes,0,2,3,2,2,2
No,39,Non-Travel,4,3,5,Manager,4,Single,19431,No,0,21,2,6,0,3
Yes,23,Travel_Frequently,4,3,1,Sales Representative,1,Married,1790,No,1,1,2,1,0,0
No,36,Travel_Rarely,1,2,3,Sales Executive,4,Married,7644,No,2,10,3,9,7,4
No,36,Travel_Frequently,4,3,2,Manufacturing Director,2,Divorced,5131,No,3,18,3,4,2,2
No,56,Non-Travel,3,3,2,Healthcare Representative,3,Divorced,6306,No,1,13,2,13,12,9
Yes,29,Travel_Rarely,1,3,1,Research Scientist,4,Married,4787,Yes,3,4,4,2,2,2
No,42,Travel_Rarely,1,3,5,Manager,3,Married,18880,No,0,24,2,22,6,14
Yes,56,Travel_Rarely,4,3,1,Laboratory Technician,3,Married,2339,No,1,14,1,10,9,8
No,41,Travel_Rarely,1,2,4,Manufacturing Director,2,Married,13570,No,1,21,3,20,7,10
No,34,Travel_Rarely,4,2,2,Sales Executive,3,Married,6712,No,2,8,3,8,7,7
No,36,Non-Travel,4,1,2,Sales Executive,4,Divorced,5406,No,1,15,2,15,12,11
No,41,Travel_Rarely,3,2,2,Sales Executive,2,Divorced,8938,No,1,14,3,5,4,4
No,32,Travel_Rarely,4,3,1,Research Scientist,1,Single,2439,No,0,4,3,4,2,2
No,35,Travel_Rarely,3,3,3,Human Resources,4,Single,8837,Yes,0,9,3,9,0,7
No,38,Travel_Rarely,1,3,2,Sales Executive,4,Married,5343,No,1,10,3,10,7,9
Yes,50,Travel_Frequently,2,3,2,Sales Executive,3,Divorced,6728,No,2,12,3,6,3,1
No,36,Travel_Rarely,2,2,2,Sales Executive,4,Married,6652,No,1,8,2,6,3,0
No,45,Travel_Rarely,4,3,2,Sales Executive,3,Single,4850,No,0,8,3,5,3,1
No,40,Travel_Rarely,3,2,1,Research Scientist,3,Single,2809,No,0,8,3,2,2,2
No,35,Travel_Frequently,3,3,2,Healthcare Representative,3,Married,5689,Yes,2,10,4,10,2,2
No,40,Travel_Rarely,3,3,1,Research Scientist,3,Married,2001,No,3,20,3,5,3,2
No,35,Travel_Rarely,3,1,1,Research Scientist,4,Married,2977,No,1,4,3,4,3,1
No,29,Travel_Rarely,4,2,2,Laboratory Technician,2,Married,4025,Yes,1,10,3,4,3,3
No,29,Travel_Rarely,4,2,1,Research Scientist,1,Single,3785,No,0,5,1,5,4,4
Yes,50,Travel_Rarely,4,2,3,Sales Executive,1,Divorced,10854,Yes,1,20,3,3,2,0
No,39,Travel_Rarely,2,2,4,Sales Executive,4,Married,12031,No,1,21,2,20,9,6
No,31,Non-Travel,2,3,2,Manufacturing Director,1,Single,9936,No,0,10,3,9,4,7
No,26,Travel_Rarely,4,2,1,Sales Representative,3,Single,2966,No,0,5,3,4,2,0
No,36,Travel_Frequently,3,4,2,Laboratory Technician,4,Married,2571,No,1,17,3,5,2,3
No,39,Travel_Rarely,4,2,3,Healthcare Representative,1,Married,9991,No,1,9,3,7,7,7
No,27,Travel_Rarely,2,4,2,Manufacturing Director,2,Married,6142,Yes,1,6,3,6,2,3
No,49,Travel_Frequently,4,2,2,Sales Executive,2,Married,5390,No,0,17,2,9,6,8
No,34,Travel_Rarely,2,4,2,Laboratory Technician,3,Married,4404,No,0,6,4,4,3,2
